geocode,season_end_year,disease,total_cases_L1,peak_week,R0,beta,gamma,duration_weeks,rmse,success
5211909,2023,dengue,2773.3662761164924,202319,1.2968202968248044,0.3890460890477726,0.30000000000025545,50,203.00864960073451,True
5211909,2024,dengue,5636.20720349853,202407,1.5178005638666183,0.4553401691600899,0.30000000000006877,34,372.4352079096163,True
5211909,2025,dengue,1743.674116440298,202518,1.3881117257341486,0.416433517722698,0.3000000000017674,49,15.583289026641433,True
5212006,2025,dengue,212.92798908160174,202510,2.071565214604468,0.6214695644577131,0.3000000000368671,21,1.6988250728856062,True
5212055,2014,dengue,52.26012993146254,201417,3.823697446297538,1.1471100726230445,0.30000021935150334,9,0.13867085364675175,True
5212055,2024,dengue,247.90634803465593,202417,1.9304214996623545,0.6348470966051458,0.32886449758054676,22,0.6260399637352579,True
5212105,2015,dengue,133.12191236087585,201518,1.6260446045519334,0.5348544522565292,0.32892975430025895,33,0.09760549429792514,True
5212105,2018,dengue,69.15941346757116,201816,1.9955195747271113,0.657869820246673,0.32967344874912446,21,0.045904538457732395,True
5212105,2019,dengue,140.75052413127258,201906,2.196817430005116,0.6590452290042825,0.30000000000125077,19,1.49993505552665,True
5212105,2021,dengue,606.8538166189717,202109,2.12878673176742,0.6386360195502425,0.3000000000094028,20,5.769705542069804,True
5212105,2022,dengue,47.59443985318845,202215,1.6138974835484325,0.5110829237832415,0.31667620093163373,34,0.14824466965244018,True
5212105,2024,dengue,100.12489560858228,202420,1.5202770950288036,0.49743925530058397,0.3272030190596007,39,0.051227910307591176,True
5212105,2025,dengue,88.93877612538239,202518,1.512573832897551,0.49914936482181754,0.3299999999772743,38,0.2791370832963878,True
5212204,2014,dengue,294.79482325946924,201416,1.8046150372836103,0.5949961883180162,0.3297080962007453,26,0.2847895997465888,True
5212204,2015,dengue,188.88699355141318,201518,1.595823784067819,0.5248851652582356,0.3289117322968343,34,0.4519317534609979,True
5212204,2016,dengue,117.42584878520358,201610,1.930725717359492,0.5792177152150733,0.30000000000374244,25,0.11445440588786886,True
5212204,2018,dengue,183.81255850487443,201816,1.9412050689318823,0.6402103742594629,0.3298004855364038,22,0.5554559070228919,True
5212204,2019,dengue,52.82898097506637,201910,1.7623317452387628,0.5416073276843549,0.30732427600399226,29,0.06608013493501637,True
5212204,2020,dengue,96.53203501241475,202018,1.752385629292249,0.5760995333034306,0.32875157366823693,28,0.04421865580293158,True
5212204,2021,dengue,143.04262027563828,202123,1.930769299403871,0.5792307898403886,0.30000000000995836,25,0.797082465484009,True
5212204,2022,dengue,203.0697501256061,202205,2.2429216892880577,0.6987349267925437,0.3115289000635302,18,2.0915258373522065,True
5212204,2024,dengue,143.2368153383186,202411,1.6676039578973352,0.5002811873719039,0.3000000000016211,33,0.8920497594477218,True
5212204,2025,dengue,219.33511200071126,202523,1.5045267601480785,0.45451647950066476,0.3020992989555934,43,0.38901565933438204,True
5212253,2013,dengue,99.10595644097084,201310,2.7043575112788205,0.8113072534315178,0.30000000001770166,14,0.3119821594512982,True
5212253,2020,dengue,114.70663117581043,202004,2.747842488697801,0.90418601063625,0.3290530714024815,12,0.09819159437123011,True
5212253,2022,dengue,51.36030964448007,202215,2.279947248425535,0.7225404515928363,0.3169110391004887,17,0.08581582603012268,True
5212253,2025,dengue,69.83178780762849,202502,2.2161355328833796,0.731324725827364,0.32999999998910207,17,0.125116805080284,True
5212303,2013,dengue,95.14599903327694,201315,2.110097607470732,0.6551293923892992,0.31047350135360324,20,0.2461928661197473,True
5212303,2016,dengue,94.04071832310784,201610,1.7345187384750635,0.5560452615105689,0.3205761051618428,28,0.09349545954464548,True
5212303,2022,dengue,167.40398197701109,202214,1.8264847537350601,0.6027399687322799,0.32999999999984125,25,0.2559973777120557,True
5212303,2024,dengue,239.24072415634268,202414,1.9777939241864695,0.6192140175186247,0.3130831832104689,22,0.9747245480105894,True
5212303,2025,dengue,51.387037142198395,202513,1.5378569446575097,0.46135708341357723,0.300000000010615,39,0.39988563293996093,True
5212501,2011,dengue,2711.701947687518,201115,1.647375232610828,0.4942125697841008,0.3000000000005174,34,47.63169645372117,True
5212501,2012,dengue,288.6554990666216,201216,1.2345007478649739,0.3802478660045019,0.3080175258395974,50,4.243852173118564,True
5212501,2013,dengue,641.153497364152,201317,1.6026091227237933,0.5286586716719668,0.32987374411887715,33,3.540764547138229,True
5212501,2014,dengue,7472.9864582758,201414,1.6792370763999838,0.5037711229200891,0.30000000000005594,32,1338.2024995819534,True
5212501,2015,dengue,532.6336146269911,201519,1.6848916116623016,0.5560142318480891,0.3299999999997208,30,8.429402093696782,True
5212501,2016,dengue,4064.9856492734866,201611,1.6839260228296018,0.505177806848901,0.30000000000001215,33,605.2927476066387,True
5212501,2017,dengue,744.1806607926375,201717,1.4434585144274805,0.4763413097225732,0.3299999999733312,44,11.255363669651324,True
5212501,2018,dengue,314.61446615773866,201817,1.5088837204438408,0.4979313516946889,0.3299998170490046,39,0.860461129936311,True
5212501,2019,dengue,1865.9029961592316,201919,1.662812763749164,0.548728212035755,0.32999999999911644,30,25.915643081716407,True
5212501,2020,dengue,2410.403071894498,202019,1.5941142136555007,0.4782342640967343,0.3000000000000528,37,45.76224023356927,True
5212501,2021,dengue,798.796977239363,202114,1.4564535446169011,0.4805445300831942,0.329941543181588,42,2.5744334956153825,True
5212501,2022,dengue,2101.703254101746,202214,1.412250074593234,0.42367502238911675,0.30000000000789273,44,187.26589609485802,True
5212501,2023,dengue,1797.858645196484,202318,1.4146082319718847,0.4243824695946075,0.3000000000021505,48,44.50717322872381,True
5212501,2024,dengue,18348.254959238628,202412,1.9982465847445878,0.5994739754233769,0.30000000000000027,23,2366.006071288773,True
